"aca.fav","state","race","income","sex","sex.race","age","education","month","year","polling.org"
0,"KS","Black","less than $20,000","Female","Female.Black","45-64","less than a high school education","April","2013","Kaiser"
1,"TX","Black","$20,000-$40,000","Male","Male.Black","45-64","high school graduate","April","2013","Kaiser"
0,"KS","White","$75,000+","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
0,"MS","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"WI","White","$75,000+","Male","Male.White","45-64","some college","April","2013","Kaiser"
0,"MN","Other","$75,000+","Male","Male.Other","65+","postgraduate","April","2013","Kaiser"
1,"TN","Black","$20,000-$40,000","Male","Male.Black","65+","some college","April","2013","Kaiser"
0,"AL","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","April","2013","Kaiser"
1,"MN","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
0,"TX","White","$75,000+","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
1,"AR","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"TX","White","$75,000+","Male","Male.White","65+","postgraduate","April","2013","Kaiser"
1,"IL","Other","$20,000-$40,000","Female","Female.Other","65+","postgraduate","April","2013","Kaiser"
1,"MO","Black","less than $20,000","Male","Male.Black","45-64","high school graduate","April","2013","Kaiser"
0,"LA","White","$75,000+","Female","Female.White","65+","some college","April","2013","Kaiser"
1,"MI","Black","less than $20,000","Female","Female.Black","65+","high school graduate","April","2013","Kaiser"
0,"IN","White","less than $20,000","Male","Male.White","45-64","less than a high school education","April","2013","Kaiser"
1,"NE","Black","less than $20,000","Male","Male.Black","18-29","high school graduate","April","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","April","2013","Kaiser"
0,"IA","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"AZ","Hispanic","$75,000+","Female","Female.Hispanic","30-44","some college","April","2013","Kaiser"
0,"ME","White","less than $20,000","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Male","Male.White","65+","some college","April","2013","Kaiser"
0,"NJ","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
0,"SC","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","April","2013","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","45-64","postgraduate","April","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"TX","Hispanic","$20,000-$40,000","Male","Male.Hispanic","45-64","some college","April","2013","Kaiser"
1,"MN","White","$40,000-$75,000","Female","Female.White","65+","college graduate","April","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"IA","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","April","2013","Kaiser"
0,"AZ","White","$20,000-$40,000","Female","Female.White","65+","some college","April","2013","Kaiser"
0,"AL","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"WI","White","less than $20,000","Female","Female.White","65+","high school graduate","April","2013","Kaiser"
0,"NM","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
1,"WI","White","$40,000-$75,000","Male","Male.White","45-64","some college","April","2013","Kaiser"
1,"VA","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","April","2013","Kaiser"
1,"TX","Hispanic","less than $20,000","Female","Female.Hispanic","65+","high school graduate","April","2013","Kaiser"
1,"NY","Hispanic","$40,000-$75,000","Male","Male.Hispanic","45-64","some college","April","2013","Kaiser"
0,"PA","White","$75,000+","Male","Male.White","18-29","less than a high school education","April","2013","Kaiser"
0,"FL","White","less than $20,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
0,"WA","White","$20,000-$40,000","Female","Female.White","30-44","postgraduate","April","2013","Kaiser"
0,"TX","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","April","2013","Kaiser"
0,"ME","White","$20,000-$40,000","Female","Female.White","30-44","some college","April","2013","Kaiser"
1,"OH","White","$40,000-$75,000","Male","Male.White","30-44","some college","April","2013","Kaiser"
1,"CA","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"OR","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","April","2013","Kaiser"
1,"VA","White","$75,000+","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
0,"WI","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","April","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Female","Female.White","65+","college graduate","April","2013","Kaiser"
0,"MA","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"MI","White","$40,000-$75,000","Female","Female.White","18-29","high school graduate","April","2013","Kaiser"
0,"TN","Hispanic","$40,000-$75,000","Female","Female.Hispanic","65+","college graduate","April","2013","Kaiser"
1,"MA","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"PA","White","$75,000+","Female","Female.White","30-44","postgraduate","April","2013","Kaiser"
1,"IN","White","$20,000-$40,000","Female","Female.White","65+","some college","April","2013","Kaiser"
0,"VA","White","$75,000+","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
0,"IN","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"NJ","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"MD","Black","$40,000-$75,000","Female","Female.Black","45-64","some college","April","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"FL","White","less than $20,000","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"KY","White","$20,000-$40,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
1,"MD","Hispanic","$75,000+","Female","Female.Hispanic","30-44","college graduate","April","2013","Kaiser"
0,"VA","White","$75,000+","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
1,"NY","Black","$20,000-$40,000","Male","Male.Black","45-64","high school graduate","April","2013","Kaiser"
1,"NJ","White","$75,000+","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Male","Male.White","65+","some college","April","2013","Kaiser"
1,"CT","White","$75,000+","Female","Female.White","65+","college graduate","April","2013","Kaiser"
1,"WI","Black","less than $20,000","Male","Male.Black","45-64","some college","April","2013","Kaiser"
1,"MN","White","less than $20,000","Female","Female.White","18-29","high school graduate","April","2013","Kaiser"
1,"IN","White","$20,000-$40,000","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
1,"NC","White","$40,000-$75,000","Male","Male.White","45-64","some college","April","2013","Kaiser"
0,"IN","White","$20,000-$40,000","Female","Female.White","30-44","some college","April","2013","Kaiser"
0,"MI","White","$75,000+","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Male","Male.Hispanic","30-44","less than a high school education","April","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Female","Female.White","45-64","postgraduate","April","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","April","2013","Kaiser"
1,"MA","White","$20,000-$40,000","Female","Female.White","30-44","some college","April","2013","Kaiser"
0,"WI","White","$75,000+","Male","Male.White","45-64","some college","April","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","April","2013","Kaiser"
0,"MD","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","April","2013","Kaiser"
1,"CA","Other","$75,000+","Male","Male.Other","45-64","postgraduate","April","2013","Kaiser"
1,"CA","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"NY","Hispanic","$75,000+","Female","Female.Hispanic","30-44","postgraduate","April","2013","Kaiser"
1,"CA","Hispanic","$40,000-$75,000","Female","Female.Hispanic","45-64","college graduate","April","2013","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","65+","postgraduate","April","2013","Kaiser"
1,"VA","Hispanic","$75,000+","Male","Male.Hispanic","65+","postgraduate","April","2013","Kaiser"
0,"NJ","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"NM","Other","$40,000-$75,000","Male","Male.Other","18-29","college graduate","April","2013","Kaiser"
1,"KY","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
0,"NC","White","less than $20,000","Male","Male.White","18-29","some college","April","2013","Kaiser"
1,"NY","Black","$20,000-$40,000","Male","Male.Black","30-44","high school graduate","April","2013","Kaiser"
1,"GA","Black","less than $20,000","Male","Male.Black","18-29","high school graduate","April","2013","Kaiser"
1,"OH","White","$20,000-$40,000","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
0,"SC","Black","$40,000-$75,000","Female","Female.Black","45-64","some college","April","2013","Kaiser"
0,"PA","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
1,"PA","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"DE","Black","$75,000+","Male","Male.Black","45-64","postgraduate","April","2013","Kaiser"
0,"WI","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
1,"AR","White","$40,000-$75,000","Male","Male.White","65+","high school graduate","April","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Female","Female.White","30-44","high school graduate","April","2013","Kaiser"
1,"IL","White","$75,000+","Male","Male.White","30-44","postgraduate","April","2013","Kaiser"
1,"VA","Black","$75,000+","Male","Male.Black","45-64","college graduate","April","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Female","Female.White","45-64","postgraduate","April","2013","Kaiser"
1,"KY","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
1,"IL","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","April","2013","Kaiser"
1,"IL","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
1,"MD","White","$40,000-$75,000","Female","Female.White","18-29","some college","April","2013","Kaiser"
0,"ND","White","$75,000+","Male","Male.White","30-44","some college","April","2013","Kaiser"
1,"NM","Hispanic","$40,000-$75,000","Female","Female.Hispanic","30-44","postgraduate","April","2013","Kaiser"
1,"NM","Other","$75,000+","Female","Female.Other","45-64","college graduate","April","2013","Kaiser"
0,"OK","Black","$75,000+","Male","Male.Black","30-44","postgraduate","April","2013","Kaiser"
0,"UT","White","$75,000+","Female","Female.White","65+","postgraduate","April","2013","Kaiser"
0,"UT","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
1,"SC","White","less than $20,000","Male","Male.White","45-64","some college","April","2013","Kaiser"
0,"TX","White","$20,000-$40,000","Female","Female.White","30-44","less than a high school education","April","2013","Kaiser"
1,"WI","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","April","2013","Kaiser"
0,"SD","White","$75,000+","Female","Female.White","30-44","college graduate","April","2013","Kaiser"
1,"UT","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","less than a high school education","April","2013","Kaiser"
1,"MD","White","$75,000+","Male","Male.White","30-44","postgraduate","April","2013","Kaiser"
0,"OK","Hispanic","$40,000-$75,000","Female","Female.Hispanic","30-44","some college","April","2013","Kaiser"
0,"WI","Other","$75,000+","Male","Male.Other","30-44","some college","April","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Male","Male.White","18-29","some college","April","2013","Kaiser"
1,"AZ","White","$75,000+","Male","Male.White","65+","some college","April","2013","Kaiser"
1,"TX","Black","$40,000-$75,000","Female","Female.Black","30-44","some college","April","2013","Kaiser"
1,"WA","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Female","Female.Hispanic","30-44","some college","April","2013","Kaiser"
1,"CA","Other","$75,000+","Male","Male.Other","30-44","postgraduate","April","2013","Kaiser"
0,"WA","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"OK","Black","$40,000-$75,000","Female","Female.Black","45-64","college graduate","April","2013","Kaiser"
1,"NM","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"TN","Black","$40,000-$75,000","Female","Female.Black","45-64","high school graduate","April","2013","Kaiser"
0,"WA","White","$75,000+","Male","Male.White","65+","postgraduate","April","2013","Kaiser"
0,"OR","White","$75,000+","Male","Male.White","30-44","some college","April","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Male","Male.Hispanic","30-44","high school graduate","April","2013","Kaiser"
1,"NV","Other","less than $20,000","Male","Male.Other","18-29","high school graduate","April","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","April","2013","Kaiser"
0,"ND","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
0,"WI","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","April","2013","Kaiser"
1,"SD","White","$75,000+","Male","Male.White","45-64","some college","April","2013","Kaiser"
0,"TX","Black","less than $20,000","Female","Female.Black","45-64","less than a high school education","April","2013","Kaiser"
1,"IL","White","less than $20,000","Female","Female.White","18-29","some college","April","2013","Kaiser"
0,"FL","White","less than $20,000","Female","Female.White","30-44","high school graduate","April","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
0,"MN","White","less than $20,000","Male","Male.White","18-29","some college","April","2013","Kaiser"
1,"TX","White","$40,000-$75,000","Male","Male.White","65+","college graduate","April","2013","Kaiser"
0,"WI","White","$75,000+","Female","Female.White","18-29","college graduate","April","2013","Kaiser"
0,"ND","White","$75,000+","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
0,"IL","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"UT","White","$75,000+","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
0,"OR","White","$20,000-$40,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
1,"TX","Hispanic","$75,000+","Female","Female.Hispanic","45-64","college graduate","April","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","Male.White","45-64","some college","April","2013","Kaiser"
1,"WA","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
0,"LA","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"AK","White","$40,000-$75,000","Female","Female.White","30-44","college graduate","April","2013","Kaiser"
1,"CO","White","$20,000-$40,000","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
1,"FL","White","$75,000+","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
1,"UT","White","$75,000+","Male","Male.White","30-44","postgraduate","April","2013","Kaiser"
0,"UT","White","$20,000-$40,000","Female","Female.White","18-29","some college","April","2013","Kaiser"
0,"NV","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"OR","White","less than $20,000","Female","Female.White","45-64","postgraduate","April","2013","Kaiser"
0,"AK","White","$75,000+","Female","Female.White","65+","some college","April","2013","Kaiser"
1,"CA","Black","$40,000-$75,000","Male","Male.Black","45-64","some college","April","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
0,"CA","Hispanic","$20,000-$40,000","Male","Male.Hispanic","30-44","high school graduate","April","2013","Kaiser"
1,"CA","White","less than $20,000","Female","Female.White","65+","high school graduate","April","2013","Kaiser"
1,"AZ","White","$75,000+","Female","Female.White","18-29","college graduate","April","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","some college","April","2013","Kaiser"
0,"OR","White","$75,000+","Male","Male.White","45-64","some college","April","2013","Kaiser"
1,"SD","White","$20,000-$40,000","Male","Male.White","30-44","less than a high school education","April","2013","Kaiser"
1,"VA","White","$75,000+","Male","Male.White","30-44","high school graduate","April","2013","Kaiser"
1,"PA","White","less than $20,000","Male","Male.White","30-44","some college","April","2013","Kaiser"
1,"NC","Hispanic","less than $20,000","Male","Male.Hispanic","45-64","less than a high school education","April","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
0,"NC","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"MD","Black","$40,000-$75,000","Female","Female.Black","30-44","postgraduate","April","2013","Kaiser"
1,"MI","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"PA","White","$75,000+","Female","Female.White","30-44","some college","April","2013","Kaiser"
1,"MA","White","$75,000+","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
1,"PA","White","$75,000+","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
0,"TN","Black","$40,000-$75,000","Male","Male.Black","30-44","college graduate","April","2013","Kaiser"
0,"IN","White","$75,000+","Female","Female.White","45-64","postgraduate","April","2013","Kaiser"
0,"WI","White","$40,000-$75,000","Male","Male.White","30-44","high school graduate","April","2013","Kaiser"
0,"LA","Other","$40,000-$75,000","Male","Male.Other","18-29","college graduate","April","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","30-44","college graduate","April","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Male","Male.White","65+","some college","April","2013","Kaiser"
0,"NY","Hispanic","$20,000-$40,000","Male","Male.Hispanic","30-44","some college","April","2013","Kaiser"
1,"TX","White","$75,000+","Female","Female.White","30-44","postgraduate","April","2013","Kaiser"
1,"GA","White","$75,000+","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
0,"NE","White","$20,000-$40,000","Male","Male.White","18-29","some college","April","2013","Kaiser"
0,"KY","White","$20,000-$40,000","Female","Female.White","18-29","some college","April","2013","Kaiser"
0,"WI","White","less than $20,000","Male","Male.White","18-29","some college","April","2013","Kaiser"
0,"KY","White","$20,000-$40,000","Male","Male.White","45-64","some college","April","2013","Kaiser"
1,"MN","White","$20,000-$40,000","Male","Male.White","18-29","some college","April","2013","Kaiser"
0,"OK","White","$75,000+","Female","Female.White","30-44","some college","April","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","Male.White","45-64","some college","April","2013","Kaiser"
1,"UT","Hispanic","less than $20,000","Male","Male.Hispanic","45-64","less than a high school education","April","2013","Kaiser"
1,"NE","White","less than $20,000","Male","Male.White","65+","some college","April","2013","Kaiser"
1,"WI","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
0,"IA","White","$20,000-$40,000","Male","Male.White","18-29","high school graduate","April","2013","Kaiser"
0,"PA","White","$75,000+","Female","Female.White","65+","high school graduate","April","2013","Kaiser"
0,"AR","Hispanic","$40,000-$75,000","Male","Male.Hispanic","18-29","some college","April","2013","Kaiser"
0,"WI","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
0,"GA","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"NJ","White","$75,000+","Male","Male.White","65+","some college","April","2013","Kaiser"
1,"AZ","White","$40,000-$75,000","Male","Male.White","65+","college graduate","April","2013","Kaiser"
1,"NC","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","April","2013","Kaiser"
1,"VA","Hispanic","$40,000-$75,000","Male","Male.Hispanic","18-29","less than a high school education","April","2013","Kaiser"
1,"MS","Black","$20,000-$40,000","Male","Male.Black","30-44","postgraduate","April","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","Male.White","65+","some college","April","2013","Kaiser"
0,"VA","White","$20,000-$40,000","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
0,"NM","Hispanic","$20,000-$40,000","Male","Male.Hispanic","45-64","high school graduate","April","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"AZ","White","$20,000-$40,000","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"MO","Hispanic","less than $20,000","Female","Female.Hispanic","30-44","less than a high school education","April","2013","Kaiser"
1,"GA","Black","$20,000-$40,000","Female","Female.Black","65+","some college","April","2013","Kaiser"
1,"NY","White","$75,000+","Female","Female.White","18-29","less than a high school education","April","2013","Kaiser"
1,"NJ","White","$40,000-$75,000","Male","Male.White","65+","college graduate","April","2013","Kaiser"
0,"NH","White","$40,000-$75,000","Male","Male.White","30-44","some college","April","2013","Kaiser"
1,"CO","Hispanic","less than $20,000","Female","Female.Hispanic","30-44","high school graduate","April","2013","Kaiser"
0,"KY","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"WI","White","$20,000-$40,000","Female","Female.White","65+","some college","April","2013","Kaiser"
1,"TN","White","$75,000+","Male","Male.White","45-64","some college","April","2013","Kaiser"
0,"AL","White","$40,000-$75,000","Male","Male.White","65+","some college","April","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Female","Female.White","30-44","high school graduate","April","2013","Kaiser"
0,"OK","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
1,"TX","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
1,"MS","Hispanic","$20,000-$40,000","Male","Male.Hispanic","45-64","less than a high school education","April","2013","Kaiser"
0,"MS","Black","$20,000-$40,000","Female","Female.Black","18-29","some college","April","2013","Kaiser"
1,"AZ","White","$75,000+","Male","Male.White","65+","high school graduate","April","2013","Kaiser"
0,"CA","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
1,"MI","White","$75,000+","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
0,"IA","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
1,"TX","White","$20,000-$40,000","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
0,"CA","Other","$75,000+","Male","Male.Other","30-44","postgraduate","April","2013","Kaiser"
1,"OR","White","$75,000+","Male","Male.White","45-64","some college","April","2013","Kaiser"
0,"OR","White","$75,000+","Female","Female.White","30-44","college graduate","April","2013","Kaiser"
0,"OR","White","$75,000+","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
1,"CA","Other","$75,000+","Male","Male.Other","18-29","high school graduate","April","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
0,"CA","Hispanic","$40,000-$75,000","Female","Female.Hispanic","30-44","some college","April","2013","Kaiser"
1,"NM","Black","$40,000-$75,000","Female","Female.Black","18-29","college graduate","April","2013","Kaiser"
1,"CO","White","$75,000+","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
0,"OR","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"UT","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"UT","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","30-44","college graduate","April","2013","Kaiser"
1,"FL","Hispanic","$20,000-$40,000","Female","Female.Hispanic","18-29","high school graduate","April","2013","Kaiser"
0,"ID","White","$20,000-$40,000","Female","Female.White","18-29","some college","April","2013","Kaiser"
0,"CA","Other","$20,000-$40,000","Male","Male.Other","45-64","high school graduate","April","2013","Kaiser"
1,"ND","White","$75,000+","Male","Male.White","45-64","some college","April","2013","Kaiser"
1,"CO","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
1,"CA","White","$75,000+","Female","Female.White","30-44","college graduate","April","2013","Kaiser"
0,"WA","White","$75,000+","Male","Male.White","45-64","some college","April","2013","Kaiser"
1,"NY","Hispanic","$20,000-$40,000","Male","Male.Hispanic","45-64","high school graduate","April","2013","Kaiser"
0,"NY","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"GA","Black","$20,000-$40,000","Male","Male.Black","18-29","some college","April","2013","Kaiser"
0,"VA","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"NJ","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
0,"NY","Hispanic","$20,000-$40,000","Female","Female.Hispanic","30-44","college graduate","April","2013","Kaiser"
0,"FL","White","$75,000+","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
1,"GA","Black","less than $20,000","Female","Female.Black","18-29","high school graduate","April","2013","Kaiser"
1,"FL","Black","$20,000-$40,000","Female","Female.Black","65+","some college","April","2013","Kaiser"
1,"VA","White","$75,000+","Female","Female.White","18-29","college graduate","April","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Female","Female.White","18-29","high school graduate","April","2013","Kaiser"
0,"VA","White","$75,000+","Female","Female.White","30-44","postgraduate","April","2013","Kaiser"
0,"MO","White","$75,000+","Male","Male.White","30-44","some college","April","2013","Kaiser"
0,"NC","White","less than $20,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
1,"TX","Other","$40,000-$75,000","Female","Female.Other","18-29","college graduate","April","2013","Kaiser"
0,"WI","White","$20,000-$40,000","Male","Male.White","30-44","some college","April","2013","Kaiser"
1,"VA","White","$75,000+","Male","Male.White","45-64","postgraduate","April","2013","Kaiser"
1,"DC","White","$75,000+","Female","Female.White","30-44","postgraduate","April","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Male","Male.White","65+","college graduate","April","2013","Kaiser"
1,"IN","White","$75,000+","Female","Female.White","45-64","college graduate","April","2013","Kaiser"
0,"TX","Other","$40,000-$75,000","Male","Male.Other","45-64","some college","April","2013","Kaiser"
0,"TX","White","less than $20,000","Male","Male.White","65+","some college","April","2013","Kaiser"
0,"NY","Black","$40,000-$75,000","Female","Female.Black","30-44","college graduate","April","2013","Kaiser"
1,"MO","Black","less than $20,000","Male","Male.Black","18-29","some college","April","2013","Kaiser"
1,"NY","Hispanic","$75,000+","Male","Male.Hispanic","45-64","postgraduate","April","2013","Kaiser"
0,"ME","White","$75,000+","Male","Male.White","30-44","high school graduate","April","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Male","Male.White","30-44","postgraduate","April","2013","Kaiser"
0,"PA","White","$75,000+","Female","Female.White","30-44","some college","April","2013","Kaiser"
0,"PA","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"WI","White","$40,000-$75,000","Male","Male.White","30-44","some college","April","2013","Kaiser"
1,"NY","White","$75,000+","Male","Male.White","18-29","college graduate","April","2013","Kaiser"
0,"FL","White","$75,000+","Female","Female.White","45-64","some college","April","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Male","Male.White","45-64","high school graduate","April","2013","Kaiser"
1,"IA","White","$75,000+","Female","Female.White","30-44","college graduate","April","2013","Kaiser"
0,"CT","Hispanic","$75,000+","Male","Male.Hispanic","30-44","postgraduate","April","2013","Kaiser"
1,"NY","Hispanic","less than $20,000","Male","Male.Hispanic","18-29","high school graduate","April","2013","Kaiser"
1,"TN","Hispanic","less than $20,000","Female","Female.Hispanic","18-29","less than a high school education","April","2013","Kaiser"
1,"VT","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","April","2013","Kaiser"
0,"OH","White","$40,000-$75,000","Female","Female.White","65+","college graduate","April","2013","Kaiser"
1,"NY","White","$75,000+","Male","Male.White","45-64","college graduate","April","2013","Kaiser"
0,"PA","White","less than $20,000","Male","Male.White","18-29","less than a high school education","April","2013","Kaiser"
