"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
1,0,"VA","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,0,"VT","White","$40,000-$75,000","Female","30-44","college graduate","February","2013","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
1,0,"VA","Hispanic","less than $20,000","Female","30-44","less than a high school education","February","2013","Kaiser"
0,1,"NJ","White",NA,"Male","65+","high school graduate","February","2013","Kaiser"
0,1,"OH","White","$40,000-$75,000","Male","30-44","college graduate","February","2013","Kaiser"
0,1,"WV","White","$20,000-$40,000","Male","65+","high school graduate","February","2013","Kaiser"
NA,0,"MD","White","$75,000+","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"NC","Black","$20,000-$40,000","Male","65+","some college","February","2013","Kaiser"
NA,0,"KY","White","$40,000-$75,000","Female","65+","some college","February","2013","Kaiser"
1,0,"NY","Hispanic","$20,000-$40,000","Female","18-29","some college","February","2013","Kaiser"
0,0,"FL","White","$40,000-$75,000","Male","65+","high school graduate","February","2013","Kaiser"
NA,0,"WV","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"VA","Hispanic","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"DE","Black","$40,000-$75,000","Female","18-29","college graduate","February","2013","Kaiser"
NA,0,"NJ","White","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
1,0,"NY","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","February","2013","Kaiser"
NA,0,"NY","Other","less than $20,000","Male","18-29","less than a high school education","February","2013","Kaiser"
0,1,"MI","White","$40,000-$75,000","Female","65+","high school graduate","February","2013","Kaiser"
0,0,"KY","White","$75,000+","Female","45-64","high school graduate","February","2013","Kaiser"
0,0,"NY","Other","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
1,1,"MA","White","$75,000+","Male","45-64","high school graduate","February","2013","Kaiser"
0,1,"NJ","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
0,1,"WV","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"MA","White",NA,"Female","65+","college graduate","February","2013","Kaiser"
0,0,"NY","White","$75,000+","Female","65+","some college","February","2013","Kaiser"
0,0,"MA","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,0,"FL","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
1,0,"MI","White",NA,"Female","45-64","some college","February","2013","Kaiser"
0,1,"FL",NA,"$20,000-$40,000","Female","65+",NA,"February","2013","Kaiser"
0,1,"NC","White","$20,000-$40,000","Female","65+","high school graduate","February","2013","Kaiser"
0,0,"TN",NA,NA,"Female","65+",NA,"February","2013","Kaiser"
NA,0,"CT","White","$75,000+","Female","65+","some college","February","2013","Kaiser"
0,0,"MI","White",NA,"Female","65+","high school graduate","February","2013","Kaiser"
NA,0,"WV","White",NA,"Female","65+","postgraduate","February","2013","Kaiser"
0,0,"NJ","White","$75,000+","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"IA","Hispanic","less than $20,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"TN","White","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"FL","White","less than $20,000","Female","45-64","some college","February","2013","Kaiser"
0,1,"MI","White","less than $20,000","Male","65+","college graduate","February","2013","Kaiser"
0,0,"CA","White",NA,"Female","65+","some college","February","2013","Kaiser"
0,1,"IA","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
1,0,"MS","White","less than $20,000","Female","45-64","postgraduate","February","2013","Kaiser"
0,0,"NM","White","$20,000-$40,000","Female","65+","postgraduate","February","2013","Kaiser"
NA,0,"CA","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
1,0,"WI","Other","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
NA,0,"NY",NA,NA,"Female","45-64","postgraduate","February","2013","Kaiser"
0,1,"TX","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
1,0,"CA","White","$75,000+","Female","65+","college graduate","February","2013","Kaiser"
0,0,"CO","White","less than $20,000","Female","65+","high school graduate","February","2013","Kaiser"
0,1,"MO","White",NA,"Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"AZ","White","$20,000-$40,000","Female","45-64","postgraduate","February","2013","Kaiser"
0,1,"TX","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
0,0,"NY","White",NA,"Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"TX","Black","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
1,0,"AZ","White","less than $20,000","Female","45-64","some college","February","2013","Kaiser"
NA,0,"CO","White","$20,000-$40,000","Male","65+","high school graduate","February","2013","Kaiser"
1,1,"MN","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,1,"PA","Black","$20,000-$40,000","Female","45-64","less than a high school education","February","2013","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Female","30-44","high school graduate","February","2013","Kaiser"
1,0,"NY","White","$40,000-$75,000","Female","65+","college graduate","February","2013","Kaiser"
0,0,"OK","White","less than $20,000","Male","65+","some college","February","2013","Kaiser"
NA,0,"MO","Hispanic","$20,000-$40,000","Female","30-44","less than a high school education","February","2013","Kaiser"
0,NA,"IL","White",NA,"Male","65+","postgraduate","February","2013","Kaiser"
1,0,"CA","Black","$75,000+","Male","65+","college graduate","February","2013","Kaiser"
0,1,"SC","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
1,0,"MN","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"NJ","White","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"CT","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
NA,NA,"NY","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,1,"WV","White","less than $20,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,0,"MA","White","$40,000-$75,000","Male","65+","postgraduate","February","2013","Kaiser"
NA,0,"WV","Hispanic","$20,000-$40,000","Female","45-64","college graduate","February","2013","Kaiser"
0,1,"MO","White",NA,"Female","45-64","some college","February","2013","Kaiser"
0,1,"TX","White","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
0,0,"TN","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"AR","White","$40,000-$75,000","Male","65+","postgraduate","February","2013","Kaiser"
0,NA,"AL","White","$75,000+","Male","65+","postgraduate","February","2013","Kaiser"
0,0,"KY","White","less than $20,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"RI","White","$40,000-$75,000","Male","45-64","college graduate","February","2013","Kaiser"
1,0,"GA","Black","$20,000-$40,000","Female","65+","some college","February","2013","Kaiser"
0,0,"NY","White","$20,000-$40,000","Female","45-64","some college","February","2013","Kaiser"
1,0,"NC","White","$40,000-$75,000","Female","65+","some college","February","2013","Kaiser"
1,0,"MA","White","$40,000-$75,000","Female","65+","some college","February","2013","Kaiser"
NA,0,"IN","Black","$40,000-$75,000","Male","45-64","college graduate","February","2013","Kaiser"
0,NA,"CT","White","$40,000-$75,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"NC","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
NA,0,"VA","Other","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
1,0,"MA","White","$40,000-$75,000","Female","45-64","postgraduate","February","2013","Kaiser"
0,1,"FL","White","$40,000-$75,000","Female","65+","some college","February","2013","Kaiser"
0,0,"NJ","White","$75,000+","Female","65+","college graduate","February","2013","Kaiser"
1,0,"TX","White","$20,000-$40,000","Male","65+","postgraduate","February","2013","Kaiser"
NA,NA,"TX","Hispanic","less than $20,000","Female","30-44","some college","February","2013","Kaiser"
0,1,"AR","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,1,"IN","White","$40,000-$75,000","Male","30-44","college graduate","February","2013","Kaiser"
1,0,"AL","White","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
1,0,"WI","White","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
0,1,"TN","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,NA,"IA","White","$40,000-$75,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"KS","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
0,0,"LA","White","$75,000+","Male","45-64","high school graduate","February","2013","Kaiser"
0,0,"TX","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
0,1,"WY","White","$20,000-$40,000","Male","45-64","postgraduate","February","2013","Kaiser"
0,0,"CA","White","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"WA","Other","$40,000-$75,000","Female","45-64","college graduate","February","2013","Kaiser"
1,0,"OR","White","$40,000-$75,000","Female","65+","postgraduate","February","2013","Kaiser"
1,0,"CA","White",NA,"Female","65+","some college","February","2013","Kaiser"
0,0,"OR","White","less than $20,000","Female","45-64","college graduate","February","2013","Kaiser"
1,0,"OR","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Male","45-64","less than a high school education","February","2013","Kaiser"
NA,1,"CA","White","$20,000-$40,000","Female","65+","some college","February","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,1,"CA","White",NA,"Female","65+","high school graduate","February","2013","Kaiser"
1,0,"NV","Other","$40,000-$75,000","Female","45-64","college graduate","February","2013","Kaiser"
1,0,"VA","Black","$40,000-$75,000","Female","65+","some college","February","2013","Kaiser"
1,0,"NY","White","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
1,NA,"NY","Black","$20,000-$40,000","Male","18-29","some college","February","2013","Kaiser"
0,1,"FL","White","less than $20,000","Male","65+","less than a high school education","February","2013","Kaiser"
1,0,"MI","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
0,0,"PA","White","$75,000+","Female","65+","postgraduate","February","2013","Kaiser"
1,0,"NC","White","$20,000-$40,000","Female","65+","less than a high school education","February","2013","Kaiser"
1,0,"OH","White","$40,000-$75,000","Female","65+","some college","February","2013","Kaiser"
1,0,"NC","White","$40,000-$75,000","Female","45-64","postgraduate","February","2013","Kaiser"
0,0,"KY","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,0,"NC","Black","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"PA","White",NA,"Female","45-64","postgraduate","February","2013","Kaiser"
NA,NA,"IN","White","$20,000-$40,000","Female","65+","some college","February","2013","Kaiser"
1,0,"MD","White",NA,"Male","65+","high school graduate","February","2013","Kaiser"
0,0,"NJ","White",NA,"Male","45-64","college graduate","February","2013","Kaiser"
0,1,"CT","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
0,1,"DE","White","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
NA,0,"NC","Black",NA,"Female","45-64","some college","February","2013","Kaiser"
1,0,"NH","White","$75,000+","Female","65+","college graduate","February","2013","Kaiser"
1,0,"NC","Hispanic","less than $20,000","Female","30-44","less than a high school education","February","2013","Kaiser"
0,0,"FL","White",NA,"Female","65+","some college","February","2013","Kaiser"
1,0,"MD","White","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
1,0,"MD","White","$75,000+","Male","65+","college graduate","February","2013","Kaiser"
1,1,"MI","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
NA,0,"FL","Hispanic","$20,000-$40,000","Female","18-29","some college","February","2013","Kaiser"
1,0,"NC","Black","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
0,0,"VA","White","$75,000+","Male","65+","college graduate","February","2013","Kaiser"
0,NA,"FL","Other","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
1,1,"MD","Black","$40,000-$75,000","Female","30-44","postgraduate","February","2013","Kaiser"
NA,NA,"IN","White","$20,000-$40,000","Male","18-29","less than a high school education","February","2013","Kaiser"
1,0,"NY","White","$75,000+","Female","65+","postgraduate","February","2013","Kaiser"
1,0,"MA","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
1,0,"OH","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
0,0,"TN","White","$20,000-$40,000","Female","65+","some college","February","2013","Kaiser"
1,0,"TN","White","$20,000-$40,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,NA,"MA","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
0,1,"KY","White","$40,000-$75,000","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"TN","White","less than $20,000","Male","65+","high school graduate","February","2013","Kaiser"
1,0,"NY","White","$75,000+","Male","65+","college graduate","February","2013","Kaiser"
1,0,"MD","White","$40,000-$75,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"OH","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,NA,"MI","White","$20,000-$40,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,0,"IN","Hispanic","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
0,1,"MI","White","less than $20,000","Female","65+","less than a high school education","February","2013","Kaiser"
0,0,"SC","White","$20,000-$40,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"KY","White","$40,000-$75,000","Female","30-44","postgraduate","February","2013","Kaiser"
0,0,"SC","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
0,1,"NC","White","less than $20,000","Female","65+","some college","February","2013","Kaiser"
0,1,"MI","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,0,"NY","White","less than $20,000","Female","45-64","high school graduate","February","2013","Kaiser"
0,0,"NH","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
0,0,"NJ","Black","$40,000-$75,000","Male","65+","some college","February","2013","Kaiser"
1,0,"NC","White",NA,"Female","65+","some college","February","2013","Kaiser"
NA,0,"SC","White","$75,000+","Male","65+","college graduate","February","2013","Kaiser"
NA,0,"NY","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
1,1,"TN","White","$40,000-$75,000","Female","65+","postgraduate","February","2013","Kaiser"
0,1,"IA",NA,NA,"Male","65+","some college","February","2013","Kaiser"
1,0,"IL",NA,NA,"Female","65+",NA,"February","2013","Kaiser"
1,0,"AR","White",NA,"Male","65+","less than a high school education","February","2013","Kaiser"
NA,0,"IL","White",NA,"Male","45-64","postgraduate","February","2013","Kaiser"
NA,0,"TX","White","less than $20,000","Female","65+","some college","February","2013","Kaiser"
0,0,"MN","White","$75,000+","Female","30-44","postgraduate","February","2013","Kaiser"
1,0,"WI","White",NA,"Female","45-64","college graduate","February","2013","Kaiser"
1,0,"AL","Black","$40,000-$75,000","Female","45-64","high school graduate","February","2013","Kaiser"
NA,1,"WA","Other",NA,"Female","18-29","high school graduate","February","2013","Kaiser"
NA,0,"CO","White","$40,000-$75,000","Female","30-44","college graduate","February","2013","Kaiser"
0,0,"WA","White","$20,000-$40,000","Female","65+","high school graduate","February","2013","Kaiser"
1,0,"WA","White",NA,"Female","45-64","college graduate","February","2013","Kaiser"
1,0,"CA","Other","$75,000+","Male","30-44","postgraduate","February","2013","Kaiser"
1,0,"CA","Black","$20,000-$40,000","Male","45-64","less than a high school education","February","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,1,"CA","White","$75,000+","Female","65+","some college","February","2013","Kaiser"
0,1,"NY","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,0,"PA","Hispanic","less than $20,000","Male","45-64","less than a high school education","February","2013","Kaiser"
0,0,"KY","White","$40,000-$75,000","Female","45-64","college graduate","February","2013","Kaiser"
0,1,"FL","White","$75,000+","Male","65+","high school graduate","February","2013","Kaiser"
0,NA,"NY","White","$20,000-$40,000","Male","45-64","some college","February","2013","Kaiser"
0,NA,"VA","White","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
0,0,"PA","White",NA,"Female","65+","high school graduate","February","2013","Kaiser"
1,0,"OH","White","$75,000+","Male","65+","postgraduate","February","2013","Kaiser"
0,0,"NJ","White","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
0,1,"FL","Other",NA,"Male","45-64","college graduate","February","2013","Kaiser"
1,0,"MI","White","$20,000-$40,000","Female","30-44","high school graduate","February","2013","Kaiser"
0,0,"FL","White","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
0,0,"MI","White","$20,000-$40,000","Male","30-44","some college","February","2013","Kaiser"
0,1,"MI","White","$40,000-$75,000","Male","30-44","college graduate","February","2013","Kaiser"
NA,1,"OH","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
0,1,"VA","Hispanic","less than $20,000","Male","18-29","postgraduate","February","2013","Kaiser"
NA,0,"NY","White","$75,000+","Male","18-29","some college","February","2013","Kaiser"
NA,0,"VA","White",NA,"Female","18-29","high school graduate","February","2013","Kaiser"
0,0,"NY","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
1,0,"MI","White",NA,"Female","65+","postgraduate","February","2013","Kaiser"
1,0,"NY","White",NA,"Male","65+","college graduate","February","2013","Kaiser"
1,0,"MI","White","$20,000-$40,000","Female","65+","some college","February","2013","Kaiser"
0,0,"FL","White","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"SC","Black","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
NA,0,"PA","White","$20,000-$40,000","Male","30-44","high school graduate","February","2013","Kaiser"
0,NA,"OH","White","$40,000-$75,000","Female","45-64","college graduate","February","2013","Kaiser"
1,0,"WV","White","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
1,0,"MA","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,0,"MA","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
1,0,"NJ","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,0,"NY","White",NA,"Female","45-64","postgraduate","February","2013","Kaiser"
1,NA,"CT","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
1,0,"NY","White","$40,000-$75,000","Female","65+","postgraduate","February","2013","Kaiser"
0,0,"VA","White","$40,000-$75,000","Female","65+","college graduate","February","2013","Kaiser"
1,0,"MA","Hispanic","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
0,0,"NY","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
0,0,"NY","White",NA,"Female","65+","postgraduate","February","2013","Kaiser"
NA,0,"SC","White","$40,000-$75,000","Female","65+","some college","February","2013","Kaiser"
NA,NA,"KY","White","less than $20,000","Male","65+","high school graduate","February","2013","Kaiser"
0,1,"OH","White",NA,"Female","65+","high school graduate","February","2013","Kaiser"
NA,NA,"OH","White","$20,000-$40,000","Female","30-44","high school graduate","February","2013","Kaiser"
0,NA,"NJ","White","$75,000+","Female","45-64","college graduate","February","2013","Kaiser"
1,0,"MA",NA,"$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,NA,"NY","White",NA,"Male","30-44","some college","February","2013","Kaiser"
0,0,"OH","White","$75,000+","Male","18-29","high school graduate","February","2013","Kaiser"
1,0,"TN","White","$20,000-$40,000","Female","65+","postgraduate","February","2013","Kaiser"
1,0,"VA","White",NA,"Male","30-44","college graduate","February","2013","Kaiser"
0,0,"TX","White","$20,000-$40,000","Male","65+","high school graduate","February","2013","Kaiser"
1,0,"IL","White","$20,000-$40,000","Female","65+","college graduate","February","2013","Kaiser"
0,0,"WI","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,0,"MS","White","$75,000+","Male","45-64","some college","February","2013","Kaiser"
0,0,"TN","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
0,0,"OK","White",NA,"Female","45-64","some college","February","2013","Kaiser"
0,1,"OK","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
0,0,"OK","Hispanic","less than $20,000","Female","45-64","less than a high school education","February","2013","Kaiser"
1,0,"MN","White","less than $20,000","Female","45-64","some college","February","2013","Kaiser"
1,NA,"MS","Black","$40,000-$75,000","Female","45-64","college graduate","February","2013","Kaiser"
NA,0,"IL","Black",NA,"Male","18-29","some college","February","2013","Kaiser"
1,0,"MO","White","$40,000-$75,000","Male","45-64","postgraduate","February","2013","Kaiser"
NA,0,"NM","Hispanic","less than $20,000","Female","30-44","some college","February","2013","Kaiser"
0,0,"IL","White",NA,"Female","45-64","some college","February","2013","Kaiser"
1,0,"OK","White","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
0,1,"MN","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"MN","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
1,0,"OK","White","$75,000+","Female","65+","some college","February","2013","Kaiser"
1,NA,"TX","Hispanic","$75,000+","Female","18-29","college graduate","February","2013","Kaiser"
0,1,"TX","White",NA,"Female","65+","some college","February","2013","Kaiser"
0,0,"OK","White","$40,000-$75,000","Female","45-64","high school graduate","February","2013","Kaiser"
1,0,"NY","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
1,0,"FL","Hispanic","$40,000-$75,000","Female","30-44","college graduate","February","2013","Kaiser"
0,1,"IL","White","$20,000-$40,000","Female","65+","less than a high school education","February","2013","Kaiser"
0,0,"MO","Other","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
1,0,"OR","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
NA,NA,"IA","White",NA,"Male","45-64","some college","February","2013","Kaiser"
0,1,"IN","White",NA,"Male","65+","some college","February","2013","Kaiser"
1,0,"TX","White","$40,000-$75,000","Male","45-64","college graduate","February","2013","Kaiser"
0,1,"LA","White","less than $20,000","Female","65+","postgraduate","February","2013","Kaiser"
0,1,"CA","White",NA,"Male","65+","college graduate","February","2013","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","postgraduate","February","2013","Kaiser"
NA,0,"IL","White","$75,000+","Female","30-44","postgraduate","February","2013","Kaiser"
1,0,"CA","Other",NA,"Female","45-64","postgraduate","February","2013","Kaiser"
NA,0,"CA","Black","less than $20,000","Female","18-29","college graduate","February","2013","Kaiser"
1,0,"TN","White","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
1,0,"WA","White",NA,"Female","45-64","college graduate","February","2013","Kaiser"
0,1,"TX","Hispanic","$75,000+","Female","30-44","postgraduate","February","2013","Kaiser"
NA,0,"TX","White","$40,000-$75,000","Male","65+","some college","February","2013","Kaiser"
1,0,"OR","White","$75,000+","Male","65+","postgraduate","February","2013","Kaiser"
NA,NA,"FL","White",NA,"Female","65+","less than a high school education","February","2013","Kaiser"
NA,0,"FL","Black","$20,000-$40,000","Female","18-29","high school graduate","February","2013","Kaiser"
1,0,"MD","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
1,0,"VA","White","$40,000-$75,000","Male","18-29","high school graduate","February","2013","Kaiser"
1,0,"MI","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
NA,NA,"VA","White","less than $20,000","Female","65+","some college","February","2013","Kaiser"
0,0,"IN","White","less than $20,000","Male","18-29","some college","February","2013","Kaiser"
1,0,"TX","Hispanic","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
1,0,"NJ","Hispanic","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
NA,0,"KY","White","$40,000-$75,000","Male","18-29","some college","February","2013","Kaiser"
1,0,"NE","White","$75,000+","Male","45-64","college graduate","February","2013","Kaiser"
0,1,"KY","White","less than $20,000","Male","18-29","high school graduate","February","2013","Kaiser"
0,0,"MD","White","$20,000-$40,000","Male","18-29","postgraduate","February","2013","Kaiser"
0,0,"SC","White","less than $20,000","Male","18-29","college graduate","February","2013","Kaiser"
1,0,"NJ","White","$75,000+","Female","65+","postgraduate","February","2013","Kaiser"
NA,0,"NC","White","$40,000-$75,000","Female","18-29","some college","February","2013","Kaiser"
0,1,"MO","White","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
NA,0,"MN","White","less than $20,000","Female","30-44","college graduate","February","2013","Kaiser"
NA,NA,"MD","Black","$20,000-$40,000","Male","18-29","high school graduate","February","2013","Kaiser"
0,1,"FL","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
0,0,"KY","White","$75,000+","Male","18-29","high school graduate","February","2013","Kaiser"
NA,0,"IA","White","$20,000-$40,000","Male","65+","high school graduate","February","2013","Kaiser"
0,NA,"FL","Other",NA,"Female","45-64","some college","February","2013","Kaiser"
0,1,"IN","White","$40,000-$75,000","Male","45-64","some college","February","2013","Kaiser"
1,0,"NY","Black","$20,000-$40,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"TX","Black","less than $20,000","Female","18-29","high school graduate","February","2013","Kaiser"
1,0,"TX","Hispanic","less than $20,000","Female","30-44","high school graduate","February","2013","Kaiser"
0,1,"UT","White","$40,000-$75,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,1,"AZ","White","$40,000-$75,000","Male","65+","college graduate","February","2013","Kaiser"
0,1,"OH","White","less than $20,000","Male","65+","high school graduate","February","2013","Kaiser"
NA,0,"MD","White","$75,000+","Female","65+","postgraduate","February","2013","Kaiser"
NA,NA,"AZ","White","less than $20,000","Female","65+",NA,"February","2013","Kaiser"
1,1,"CO","White","$40,000-$75,000","Male","30-44","some college","February","2013","Kaiser"
1,0,"OH","Hispanic","less than $20,000","Female","45-64","postgraduate","February","2013","Kaiser"
1,0,"GA","Black","less than $20,000","Female","18-29","college graduate","February","2013","Kaiser"
0,0,"AZ","White","$75,000+","Male","30-44","college graduate","February","2013","Kaiser"
0,0,"VA","White","$40,000-$75,000","Male","30-44",NA,"February","2013","Kaiser"
1,0,"NC","White","$40,000-$75,000","Female","65+","postgraduate","February","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","18-29","college graduate","February","2013","Kaiser"
0,0,"LA","White","$20,000-$40,000","Male","65+","high school graduate","February","2013","Kaiser"
0,1,"VA","White","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"MO","White","$40,000-$75,000","Male","30-44","high school graduate","February","2013","Kaiser"
1,0,"PA","Black","$40,000-$75,000","Female","45-64","some college","February","2013","Kaiser"
0,0,"ID","White","$75,000+","Female","45-64","some college","February","2013","Kaiser"
1,0,"CA","Other",NA,"Male","65+","some college","February","2013","Kaiser"
0,0,"LA","White","$75,000+","Male","45-64","less than a high school education","February","2013","Kaiser"
1,0,"TN","White","$20,000-$40,000","Female","30-44","some college","February","2013","Kaiser"
0,1,"CA","Hispanic","$20,000-$40,000","Female","65+","college graduate","February","2013","Kaiser"
0,1,"FL","White","$20,000-$40,000","Male","18-29","high school graduate","February","2013","Kaiser"
NA,0,"KY","White","$20,000-$40,000","Male","30-44","less than a high school education","February","2013","Kaiser"
1,0,"TX","White","$40,000-$75,000","Male",NA,"college graduate","February","2013","Kaiser"
0,1,"AZ","Hispanic","$75,000+","Male","45-64","postgraduate","February","2013","Kaiser"
0,0,"NY","White","less than $20,000","Male","45-64","high school graduate","February","2013","Kaiser"
0,NA,"CA","White","$40,000-$75,000","Male","65+","postgraduate","February","2013","Kaiser"
0,0,"NV","White",NA,"Female","65+","high school graduate","February","2013","Kaiser"
0,0,"IA","White","$75,000+","Female","30-44","college graduate","February","2013","Kaiser"
0,0,"AZ","White",NA,"Female","65+","college graduate","February","2013","Kaiser"
0,1,"CA","Other","$75,000+","Male","45-64","high school graduate","February","2013","Kaiser"
1,0,"VA","White","$75,000+","Male","18-29","college graduate","February","2013","Kaiser"
0,0,"WA","White","$20,000-$40,000","Female","30-44","college graduate","February","2013","Kaiser"
