"aca.fav","state","race","income","sex","age","education","month","year","polling.org"
NA,"NY","White","$20,000-$40,000","Male","45-64","some college","June","2013","Kaiser"
0,"IL","White","$40,000-$75,000","Male","65+","some college","June","2013","Kaiser"
1,"WI","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
NA,"CT","White","$75,000+","Female","65+","high school graduate","June","2013","Kaiser"
NA,"MN","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"CO","White","$40,000-$75,000","Female","18-29","college graduate","June","2013","Kaiser"
NA,"IA","White","$40,000-$75,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"OH","White","$40,000-$75,000","Male","65+","college graduate","June","2013","Kaiser"
1,"WA","Hispanic","less than $20,000","Female","65+","some college","June","2013","Kaiser"
0,"CA","White","$75,000+","Male","30-44","some college","June","2013","Kaiser"
0,"AZ","White",NA,"Female","65+","postgraduate","June","2013","Kaiser"
NA,"CA","White",NA,"Male","65+","high school graduate","June","2013","Kaiser"
0,"NV","White","$40,000-$75,000","Male","65+","postgraduate","June","2013","Kaiser"
0,"WI","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
0,"AZ","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"SD",NA,NA,"Male","45-64",NA,"June","2013","Kaiser"
1,"CA","Black","less than $20,000","Female","65+","less than a high school education","June","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","65+","some college","June","2013","Kaiser"
1,"GA","White",NA,"Male","45-64","high school graduate","June","2013","Kaiser"
NA,"PA","White","$20,000-$40,000","Male","18-29","less than a high school education","June","2013","Kaiser"
0,"OK","White","$40,000-$75,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"IN","White","$20,000-$40,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"IL",NA,"$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Female","18-29","high school graduate","June","2013","Kaiser"
0,"MD","White","less than $20,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"NC","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"MI","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
NA,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
NA,"CA","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","June","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","65+","postgraduate","June","2013","Kaiser"
1,"KY","White","less than $20,000","Female","18-29","high school graduate","June","2013","Kaiser"
NA,"NY","Other","$20,000-$40,000","Female","30-44","high school graduate","June","2013","Kaiser"
NA,"CT","White","$75,000+","Female","65+","college graduate","June","2013","Kaiser"
NA,"MA","Other","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Female","30-44","college graduate","June","2013","Kaiser"
1,"MI","Other","less than $20,000","Female","45-64","some college","June","2013","Kaiser"
1,"VA","Black","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"NC","White","$40,000-$75,000","Male","65+","postgraduate","June","2013","Kaiser"
1,"CA","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
NA,"IN","White",NA,"Female","65+","high school graduate","June","2013","Kaiser"
NA,"CA","White","less than $20,000","Male","30-44","high school graduate","June","2013","Kaiser"
NA,"CA","Hispanic","$20,000-$40,000","Female","30-44","less than a high school education","June","2013","Kaiser"
1,"WA","White","$75,000+","Male","30-44","less than a high school education","June","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Male","18-29","less than a high school education","June","2013","Kaiser"
0,"PA","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
NA,"IN","White","less than $20,000","Female","65+","high school graduate","June","2013","Kaiser"
NA,"CA","White","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Male","65+","high school graduate","June","2013","Kaiser"
NA,"MA","Black","$20,000-$40,000","Female","30-44","college graduate","June","2013","Kaiser"
1,"FL","Black","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","65+","college graduate","June","2013","Kaiser"
1,"CT","White",NA,"Female","45-64","some college","June","2013","Kaiser"
1,"NY","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"NJ","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
0,"CA","White","$75,000+","Female","65+","some college","June","2013","Kaiser"
1,"MD",NA,NA,"Female","45-64","college graduate","June","2013","Kaiser"
1,"WA","Hispanic","less than $20,000","Female","45-64","less than a high school education","June","2013","Kaiser"
1,"CA","White",NA,"Male","45-64","college graduate","June","2013","Kaiser"
NA,"MA","Other","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"NY","Black","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"CA","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Male","30-44","some college","June","2013","Kaiser"
1,"CA","Hispanic","$75,000+","Male","30-44","some college","June","2013","Kaiser"
NA,"PA","White","less than $20,000","Female","65+","high school graduate","June","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Female","18-29","college graduate","June","2013","Kaiser"
1,"TX","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"AL","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
0,"NE","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"AL","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
NA,"WI","White",NA,"Female","65+","high school graduate","June","2013","Kaiser"
0,"MN","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"WI","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
NA,"OK","White",NA,"Male","65+","college graduate","June","2013","Kaiser"
0,"MO","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
0,"FL","Black","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"TX","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"MN","White",NA,"Male","30-44","college graduate","June","2013","Kaiser"
1,"TX","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"AR","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
0,"AL","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Female","45-64","some college","June","2013","Kaiser"
NA,"WI","Black","$40,000-$75,000","Female","45-64","less than a high school education","June","2013","Kaiser"
NA,"SD","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
1,"IL","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
1,"OK","White","less than $20,000","Male","30-44","some college","June","2013","Kaiser"
NA,"MN","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
NA,"CO","Other","less than $20,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"AZ","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"MT","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
0,"UT","White",NA,"Female","65+","some college","June","2013","Kaiser"
0,"ID","Other",NA,"Female","18-29","postgraduate","June","2013","Kaiser"
NA,"MT","Other","less than $20,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"CO","White","$40,000-$75,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Male","45-64","some college","June","2013","Kaiser"
1,"OR","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"WA","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","June","2013","Kaiser"
1,"CA","Other","$20,000-$40,000","Male","30-44","college graduate","June","2013","Kaiser"
0,"NV","White",NA,"Female","30-44","some college","June","2013","Kaiser"
NA,"CA","White","$75,000+","Male","18-29","college graduate","June","2013","Kaiser"
0,"CO","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
1,"WA","Other","$75,000+","Male","18-29","some college","June","2013","Kaiser"
0,"NV","White",NA,"Male","65+","some college","June","2013","Kaiser"
0,"PA","White",NA,"Female","65+","some college","June","2013","Kaiser"
0,"WA","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
0,"UT","White",NA,"Female","65+","high school graduate","June","2013","Kaiser"
1,"NM","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
1,"CA","Other","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
0,"CA","Black","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
1,"WA","White","less than $20,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"NJ","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"IN","White","less than $20,000","Female","65+","high school graduate","June","2013","Kaiser"
1,"PA","White","$40,000-$75,000","Female","65+","college graduate","June","2013","Kaiser"
NA,"OH","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
0,"KY","White","less than $20,000","Female","45-64","some college","June","2013","Kaiser"
0,"FL","White",NA,"Male","65+","high school graduate","June","2013","Kaiser"
1,"MA","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
0,"NJ","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Female","30-44","high school graduate","June","2013","Kaiser"
0,"PA","White","$75,000+","Female","65+","college graduate","June","2013","Kaiser"
1,"FL","White","$75,000+","Male","65+","college graduate","June","2013","Kaiser"
0,"OH","White",NA,"Female","65+","high school graduate","June","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
NA,"NC","Black","less than $20,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"GA","White","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
1,"MI","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
0,"NC","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"VA","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"DE","White","less than $20,000","Female","65+","some college","June","2013","Kaiser"
1,"CT","Black","$20,000-$40,000","Male","65+","some college","June","2013","Kaiser"
1,"WV","White","$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
1,"ME","White","$40,000-$75,000","Male","30-44","some college","June","2013","Kaiser"
1,"NY","White",NA,"Female","65+","postgraduate","June","2013","Kaiser"
NA,"OH","White",NA,"Male","65+","college graduate","June","2013","Kaiser"
0,"PA","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"FL","White","$75,000+","Male","18-29","some college","June","2013","Kaiser"
0,"MI","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"FL","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
1,"MA","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"FL","White","$75,000+","Female","65+","college graduate","June","2013","Kaiser"
0,"VA","White","$75,000+","Male","65+","high school graduate","June","2013","Kaiser"
1,"NC","White","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
0,"NY","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
NA,"NJ","Other","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
1,"GA","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"GA","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"MD","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
0,"OH","White",NA,"Female","18-29","college graduate","June","2013","Kaiser"
1,"GA","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"NY","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"NC","White",NA,"Female","65+","less than a high school education","June","2013","Kaiser"
NA,"KY","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"CT","White","$20,000-$40,000","Female","65+","college graduate","June","2013","Kaiser"
0,"WV","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Female","45-64","some college","June","2013","Kaiser"
NA,"IN","White",NA,"Female","65+","high school graduate","June","2013","Kaiser"
0,"NH","White","$40,000-$75,000","Female","30-44","college graduate","June","2013","Kaiser"
0,"VA",NA,"$75,000+","Male","30-44","some college","June","2013","Kaiser"
0,"IL","White","less than $20,000","Female","65+","college graduate","June","2013","Kaiser"
NA,"TX","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","June","2013","Kaiser"
0,"GA","White",NA,"Male","65+","postgraduate","June","2013","Kaiser"
1,"MO","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"KS","White","$40,000-$75,000","Female","45-64","some college","June","2013","Kaiser"
1,"LA","Black","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
NA,"GA","Black","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"AR","White","less than $20,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"IL","White","$75,000+","Male","65+","some college","June","2013","Kaiser"
1,"IL","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"MO","White","$40,000-$75,000","Male","30-44","some college","June","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Male","30-44","high school graduate","June","2013","Kaiser"
0,"MN","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
NA,"KS","White","less than $20,000","Female","65+","some college","June","2013","Kaiser"
0,"IL","White","$75,000+","Female","30-44","some college","June","2013","Kaiser"
0,"MN","White","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"SC","White","$20,000-$40,000","Male","45-64","high school graduate","June","2013","Kaiser"
0,"FL","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
0,"AL","White","$20,000-$40,000","Female","30-44","some college","June","2013","Kaiser"
NA,"TX","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","June","2013","Kaiser"
1,"KS","White","$75,000+","Female","18-29","college graduate","June","2013","Kaiser"
0,"IN","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
1,"MA","Hispanic","$75,000+","Male","18-29","some college","June","2013","Kaiser"
1,"TX","Black","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"IL","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
0,"OH","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
1,"TN","White","less than $20,000","Female","45-64","some college","June","2013","Kaiser"
1,"NC","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
1,"GA","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
0,"ND","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","65+","high school graduate","June","2013","Kaiser"
1,"OH","Black",NA,"Female","65+","high school graduate","June","2013","Kaiser"
NA,"NJ","Hispanic","$75,000+","Male","18-29","high school graduate","June","2013","Kaiser"
1,"KY","White","$20,000-$40,000","Male","45-64","some college","June","2013","Kaiser"
NA,"CO","White",NA,"Male","65+","some college","June","2013","Kaiser"
0,"NE","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
1,"ID","White",NA,"Female","65+","high school graduate","June","2013","Kaiser"
0,"NM","White","less than $20,000","Male","45-64","some college","June","2013","Kaiser"
0,"LA","White","$40,000-$75,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"TX","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
NA,"NY","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
0,"OH","White","less than $20,000","Female","45-64","high school graduate","June","2013","Kaiser"
1,"GA","Black","$40,000-$75,000","Female","65+","some college","June","2013","Kaiser"
1,"GA","Other",NA,"Male","18-29","some college","June","2013","Kaiser"
0,"CA","White","less than $20,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"AZ","White","$75,000+","Female","18-29","college graduate","June","2013","Kaiser"
0,"CA","White","$75,000+","Female","65+","postgraduate","June","2013","Kaiser"
1,"CA","White","$40,000-$75,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","65+","college graduate","June","2013","Kaiser"
0,"CA","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
0,"CA","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
1,"CA","White","$75,000+","Female","65+","postgraduate","June","2013","Kaiser"
1,"CA","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"OR","White","$40,000-$75,000","Female","65+","postgraduate","June","2013","Kaiser"
NA,"CA","Hispanic","less than $20,000","Female","45-64","less than a high school education","June","2013","Kaiser"
NA,"AZ","Hispanic","$20,000-$40,000","Female","65+","less than a high school education","June","2013","Kaiser"
0,"CA","Other","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"CA","White","$75,000+","Male","65+","college graduate","June","2013","Kaiser"
NA,"CA","White","$75,000+","Female","65+","less than a high school education","June","2013","Kaiser"
1,"CA","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"CA","Hispanic","$40,000-$75,000","Female","30-44","some college","June","2013","Kaiser"
0,"AZ","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"HI","Other","$75,000+","Male","65+","college graduate","June","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","65+","some college","June","2013","Kaiser"
NA,"CA","White","$40,000-$75,000","Male","45-64","some college","June","2013","Kaiser"
1,"CA","White","$75,000+","Female","65+","postgraduate","June","2013","Kaiser"
1,"CA","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
1,"CA","Black","less than $20,000","Female","30-44","some college","June","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"MA","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
NA,"FL",NA,"$75,000+","Male","45-64","high school graduate","June","2013","Kaiser"
0,"PA","White",NA,"Female","45-64","college graduate","June","2013","Kaiser"
NA,"MA","Black","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
0,"NY","White","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
NA,"NY","White","less than $20,000","Female","65+","some college","June","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Female","65+","some college","June","2013","Kaiser"
1,"PA","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
0,"IN","White","$20,000-$40,000","Female","45-64","high school graduate","June","2013","Kaiser"
1,"NJ","Other","$75,000+","Male","18-29","college graduate","June","2013","Kaiser"
0,"FL","White","$75,000+","Male","65+","some college","June","2013","Kaiser"
1,"OH","White","$75,000+","Female","65+","some college","June","2013","Kaiser"
0,"FL","White","$75,000+","Male","65+","college graduate","June","2013","Kaiser"
0,"GA","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
0,"NC","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
1,"MD","Black","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
1,"VA","Black",NA,"Male","18-29","high school graduate","June","2013","Kaiser"
0,"VA","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"GA","White","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
0,"NY","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
NA,"MD","White","$40,000-$75,000","Male","65+","college graduate","June","2013","Kaiser"
0,"RI","White",NA,"Male","45-64","college graduate","June","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"NJ","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"MA","White","$20,000-$40,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Male","30-44","college graduate","June","2013","Kaiser"
NA,"KY","Black","$20,000-$40,000","Female","30-44","high school graduate","June","2013","Kaiser"
0,"MA","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"FL","White","$40,000-$75,000","Male","65+","high school graduate","June","2013","Kaiser"
0,"WV","White",NA,"Male","65+","high school graduate","June","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"NC","White",NA,"Female","45-64","high school graduate","June","2013","Kaiser"
0,"WV","White","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"NC","Black","$75,000+","Female","45-64","some college","June","2013","Kaiser"
1,"MD","White","$75,000+","Female","65+","postgraduate","June","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
0,"IL","Black","$20,000-$40,000","Female","45-64","high school graduate","June","2013","Kaiser"
NA,"TX","Black",NA,"Female","65+","some college","June","2013","Kaiser"
0,"OH","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
0,"CT","White","$75,000+","Female","30-44","postgraduate","June","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"TN","White",NA,"Female","65+","some college","June","2013","Kaiser"
NA,"MI","White","$75,000+","Female","30-44","some college","June","2013","Kaiser"
1,"WI","White",NA,"Male","65+","high school graduate","June","2013","Kaiser"
0,"MS","White","$75,000+","Female","65+","college graduate","June","2013","Kaiser"
1,"NE","White",NA,"Female","45-64","postgraduate","June","2013","Kaiser"
NA,"MI","White","$20,000-$40,000","Female","18-29","high school graduate","June","2013","Kaiser"
1,"NY","Other","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
1,"MA","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
1,"GA","Other","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"VT","White","$40,000-$75,000","Male","30-44","postgraduate","June","2013","Kaiser"
1,"WV","White","$40,000-$75,000","Male","45-64","less than a high school education","June","2013","Kaiser"
NA,"NY","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"AL","White",NA,"Female","45-64","some college","June","2013","Kaiser"
0,"VA","White","less than $20,000","Female","18-29","postgraduate","June","2013","Kaiser"
NA,"IL","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
0,"TX","White","$75,000+","Female","18-29","high school graduate","June","2013","Kaiser"
0,"LA","White","less than $20,000","Female","65+","some college","June","2013","Kaiser"
0,"AL","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"IN","White","$20,000-$40,000","Female","45-64","less than a high school education","June","2013","Kaiser"
0,"IN","Other","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
NA,"FL","White","$20,000-$40,000","Female","30-44","college graduate","June","2013","Kaiser"
0,"MA","White","$20,000-$40,000","Male","65+","high school graduate","June","2013","Kaiser"
1,"SC","White","less than $20,000","Female","18-29","high school graduate","June","2013","Kaiser"
NA,"VA","Black",NA,"Male","65+","some college","June","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Male","65+","college graduate","June","2013","Kaiser"
1,"UT","White","$75,000+","Female","30-44","high school graduate","June","2013","Kaiser"
NA,"PA","White","$20,000-$40,000","Female","18-29","some college","June","2013","Kaiser"
NA,"ID","White","less than $20,000","Female","65+","high school graduate","June","2013","Kaiser"
0,"AR","White","$20,000-$40,000","Male","18-29","some college","June","2013","Kaiser"
0,"WY","White","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
0,"IN","Hispanic","$40,000-$75,000","Female","30-44","high school graduate","June","2013","Kaiser"
0,"LA","White","$20,000-$40,000","Female","45-64","high school graduate","June","2013","Kaiser"
0,"ME","White","$40,000-$75,000","Male","18-29","some college","June","2013","Kaiser"
0,"CA","White",NA,"Male","65+","college graduate","June","2013","Kaiser"
0,"MA","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
NA,"UT","White","$40,000-$75,000","Male","30-44","postgraduate","June","2013","Kaiser"
NA,"PA","White","$75,000+","Male","30-44","some college","June","2013","Kaiser"
NA,"OR","White","$20,000-$40,000","Female","65+","high school graduate","June","2013","Kaiser"
1,"NV","White","$40,000-$75,000","Male","65+","high school graduate","June","2013","Kaiser"
1,"NY","White","$20,000-$40,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"AZ","White",NA,"Male","65+","postgraduate","June","2013","Kaiser"
0,"GA","White","less than $20,000","Female","65+","some college","June","2013","Kaiser"
1,"WA","White","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
0,"CA","Hispanic",NA,"Female","45-64","college graduate","June","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Female","65+","less than a high school education","June","2013","Kaiser"
1,"IA","White","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"AZ","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
1,"CA","White","$75,000+","Male","45-64","some college","June","2013","Kaiser"
NA,"OR","White","$40,000-$75,000","Female","45-64","college graduate","June","2013","Kaiser"
1,"OR","White",NA,"Male","45-64","postgraduate","June","2013","Kaiser"
NA,"AZ","White",NA,"Female","65+","some college","June","2013","Kaiser"
0,"OR","White","$40,000-$75,000","Male","45-64","college graduate","June","2013","Kaiser"
NA,"CA","White","$40,000-$75,000","Male","65+","college graduate","June","2013","Kaiser"
1,"CA","White","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Male","65+","some college","June","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Female","30-44","some college","June","2013","Kaiser"
0,"CA","Hispanic","$40,000-$75,000","Male","18-29","high school graduate","June","2013","Kaiser"
NA,"WA","White","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
NA,"CA","White",NA,"Female","45-64","some college","June","2013","Kaiser"
0,"NY",NA,NA,"Male","65+","some college","June","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Female","65+","high school graduate","June","2013","Kaiser"
1,"WA","White","$75,000+","Male","45-64","postgraduate","June","2013","Kaiser"
0,"IL","White","$20,000-$40,000","Female","45-64","some college","June","2013","Kaiser"
1,"MD","Black","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"TN","White","$75,000+","Female","45-64","high school graduate","June","2013","Kaiser"
0,"TX","White","less than $20,000","Female","65+","less than a high school education","June","2013","Kaiser"
0,"MI","White","less than $20,000","Female","65+","less than a high school education","June","2013","Kaiser"
0,"NY","White","$75,000+","Female","30-44","college graduate","June","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Male","45-64","high school graduate","June","2013","Kaiser"
NA,"SC","White","$75,000+","Female","45-64","college graduate","June","2013","Kaiser"
1,"NY","White","$75,000+","Female","45-64","postgraduate","June","2013","Kaiser"
1,"GA","White","$20,000-$40,000","Female","65+","some college","June","2013","Kaiser"
1,"NY","White","$75,000+","Male","18-29","some college","June","2013","Kaiser"
0,"NC","White","$75,000+","Male","45-64","college graduate","June","2013","Kaiser"
0,"NC","Other","less than $20,000","Male","45-64","some college","June","2013","Kaiser"
0,"NY","White","$75,000+","Female","65+","some college","June","2013","Kaiser"
0,"GA","Hispanic","$75,000+","Male","30-44","postgraduate","June","2013","Kaiser"
0,"WA","White","$75,000+","Male","65+","some college","June","2013","Kaiser"
0,"CA","White","$75,000+","Male","65+","postgraduate","June","2013","Kaiser"
NA,"CA","Hispanic","$40,000-$75,000","Female","30-44","college graduate","June","2013","Kaiser"
1,"PA","Hispanic","$75,000+","Male","30-44","college graduate","June","2013","Kaiser"
0,"LA","White","$40,000-$75,000","Female","45-64","some college","June","2013","Kaiser"
